account_length,international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_net_minutes,total_net_calls,total_net_charge
141,0,0,0.0,5.7,7.0,1.54,1,0,297.5,307.0,28.89
73,0,1,19.0,14.9,4.0,4.02,2,0,507.6,297.0,49.02
81,0,0,0.0,11.7,3.0,3.16,3,0,628.0,314.0,55.63
165,0,1,17.0,10.6,7.0,2.86,1,0,583.0,301.0,54.620000000000005
70,0,0,0.0,15.0,6.0,4.05,1,0,462.70000000000005,337.0,41.29
79,0,0,0.0,12.2,4.0,3.29,1,0,622.4,271.0,56.65
126,0,0,0.0,13.7,10.0,3.7,3,0,566.0,379.0,52.53
77,0,0,0.0,13.7,3.0,3.7,0,0,580.3,355.0,50.230000000000004
72,0,1,31.0,11.8,1.0,3.19,3,0,710.6999999999999,314.0,72.2
110,0,1,37.0,5.1,6.0,1.38,0,0,517.9,331.0,55.86000000000001
88,0,0,0.0,7.9,4.0,2.13,1,0,626.1,263.0,59.46000000000001
80,0,1,33.0,11.2,4.0,3.02,1,1,547.0,296.0,54.24
43,0,1,39.0,15.6,5.0,4.21,1,0,545.8,316.0,54.81
144,0,1,26.0,6.6,2.0,1.78,2,0,637.9000000000001,274.0,59.09
142,0,0,0.0,9.2,6.0,2.48,2,0,400.1,281.0,41.78
78,0,1,28.0,10.4,3.0,2.81,3,0,496.0,314.0,45.57
131,0,0,0.0,11.5,4.0,3.11,1,0,635.0,366.0,62.37
61,0,1,38.0,9.7,1.0,2.62,3,0,407.35,381.5,38.375
73,0,1,6.0,6.8,10.5,1.84,4,0,670.8,310.0,69.68
100,0,1,26.0,12.0,5.0,3.24,1,0,627.0,283.0,62.23
100,0,0,0.0,8.1,2.0,2.19,2,0,596.4000000000001,364.0,64.41
109,0,1,39.0,7.8,6.0,2.11,1,1,699.8,223.0,74.66
139,0,0,0.0,9.8,4.0,2.65,2,0,497.1,301.0,49.13000000000001
115,0,0,0.0,12.7,3.0,3.43,0,0,487.6125,338.0,51.00625
77,0,0,0.0,10.1,2.0,2.73,3,0,618.7,249.0,60.349999999999994
14,0,0,0.0,9.7,3.0,2.62,4,0,647.3,309.0,63.09
81,0,0,0.0,12.2,4.0,3.29,0,0,569.2,259.0,51.68
113,0,0,0.0,9.1,4.0,2.46,3,0,608.8,330.0,55.099999999999994
93,1,1,36.0,9.8,3.0,2.65,0,0,734.8,292.0,67.02
77,0,0,0.0,10.0,3.0,2.7,3,0,543.3,265.0,53.54
125,0,1,25.0,12.5,3.0,3.38,2,0,475.2,304.0,52.39
88,0,0,0.0,8.8,6.0,2.38,2,0,550.2,301.0,56.190000000000005
89,0,0,0.0,10.4,2.0,2.81,0,0,524.8,281.0,57.35
124,0,0,0.0,6.1,6.0,1.65,1,0,579.4000000000001,287.0,63.44
83,0,0,0.0,10.2,2.0,2.75,2,0,623.5999999999999,337.0,60.59
7,0,0,0.0,12.0,7.0,3.24,2,0,551.1,233.0,45.13
104,0,0,0.0,7.2,4.0,1.94,0,1,706.2,372.0,80.33999999999999
76,0,0,0.0,8.6,1.0,2.32,2,0,606.3,321.0,58.67999999999999
135,0,0,0.0,12.5,2.0,3.38,0,0,687.5999999999999,312.0,66.28
59,0,1,40.0,14.0,10.5,3.78,1,0,444.2,337.0,38.230000000000004
110,0,0,0.0,6.5,4.0,1.76,1,0,585.6,325.0,55.809999999999995
173,1,1,18.0,11.2,5.0,3.02,2,0,487.59999999999997,318.0,43.07000000000001
60,0,0,0.0,13.3,10.0,3.59,1,0,705.2,270.0,67.19
117,0,0,0.0,3.7,3.0,1.0,3,0,690.5999999999999,277.0,65.72
54,0,0,0.0,7.8,3.0,2.11,2,0,608.4,282.0,60.94
76,0,1,35.0,3.8,3.0,1.03,0,0,686.0,304.0,71.22
98,0,0,0.0,11.4,5.0,3.08,2,0,465.5,286.0,51.34
74,0,0,0.0,16.1,4.0,4.35,4,0,621.9,270.0,58.34
112,0,0,0.0,11.7,3.0,3.16,2,0,622.8,258.0,61.22
138,0,1,28.0,8.9,9.0,2.4,0,0,599.9,297.0,56.65
65,0,0,0.0,11.8,10.5,3.19,3,0,630.9000000000001,267.0,59.68
194,0,1,40.0,10.8,10.5,2.92,3,0,714.6,315.0,65.34
131,0,0,0.0,13.3,1.0,3.59,0,1,517.5999999999999,329.0,56.65
78,0,1,27.0,13.0,4.0,3.51,3,0,438.1,281.0,43.97
99,0,0,0.0,11.5,3.0,3.11,0,0,565.6,279.0,55.620000000000005
120,0,0,0.0,11.9,2.0,3.21,0,0,570.2,252.0,52.260000000000005
1,0,1,26.0,8.3,3.0,2.24,2,0,550.3,285.0,43.49
94,0,0,0.0,13.9,4.0,3.75,0,0,596.6,289.0,57.71
178,0,1,32.0,10.4,7.0,2.81,6,1,534.3,263.0,50.56999999999999
136,0,0,0.0,17.2,4.0,4.64,0,1,644.0,342.0,69.84
86,0,1,25.0,12.0,2.0,3.24,1,0,549.7,312.0,48.12
18,0,0,0.0,11.9,6.0,3.21,1,0,508.90000000000003,340.0,48.76
49,0,0,0.0,7.4,1.0,2.0,0,0,573.3,328.0,56.260000000000005
20,0,1,27.0,8.9,4.0,2.4,1,0,666.9,324.0,67.88999999999999
131,0,1,29.0,10.0,1.0,2.7,0,0,384.1,266.0,29.880000000000003
99,0,0,0.0,10.8,4.0,2.92,3,0,626.5,295.0,57.25
61,0,0,0.0,8.1,2.0,2.19,0,0,606.4,283.0,64.64
137,0,0,0.0,13.6,4.0,3.67,0,0,520.8,305.0,46.93000000000001
49,0,1,40.0,7.4,3.0,2.0,2,0,492.1,280.0,47.080000000000005
83,0,0,0.0,13.2,4.0,3.56,1,0,587.2,398.0,66.29
105,0,0,0.0,8.1,9.0,2.19,1,0,610.0,233.0,59.53
90,0,0,0.0,5.3,4.0,1.43,3,1,724.4,290.0,72.66
111,0,0,0.0,10.5,7.0,2.84,0,0,609.7,265.0,60.760000000000005
135,0,0,0.0,10.4,2.0,2.81,3,0,541.3,308.0,50.52
121,0,1,22.0,10.4,2.0,2.81,1,0,783.1,315.0,71.30000000000001
57,1,0,0.0,8.3,5.0,2.24,1,0,585.2,301.0,60.60999999999999
63,0,0,0.0,13.4,6.0,3.62,4,1,491.59999999999997,265.0,49.059999999999995
97,0,0,0.0,13.0,4.0,3.51,1,0,634.1,348.0,70.34
134,0,1,10.0,10.0,3.0,2.7,2,0,449.9,310.0,43.82000000000001
57,0,1,37.0,11.9,3.0,3.21,0,0,508.9,283.0,40.43
109,1,0,0.0,10.2,3.0,2.75,3,0,561.1,332.0,56.8
66,0,1,21.0,9.7,4.0,2.62,3,0,486.20000000000005,319.0,44.129999999999995
162,0,1,21.0,10.6,3.0,2.86,2,0,617.2,356.0,62.68000000000001
115,0,1,26.0,14.8,7.0,4.0,0,0,601.4,308.0,54.54
132,0,0,0.0,11.7,4.0,3.16,2,0,588.6,359.0,55.81999999999999
152,0,0,0.0,12.6,5.0,3.4,0,0,553.8000000000001,292.0,66.16000000000001
86,0,1,29.0,13.8,3.0,3.73,1,0,736.2,345.0,65.64
36,0,0,0.0,5.9,3.0,1.59,1,0,661.8,284.0,60.6
118,0,0,0.0,6.8,2.0,1.84,0,0,626.1,346.0,57.33
137,0,1,20.0,12.7,6.0,3.43,1,0,543.7,310.0,63.19
67,0,0,0.0,6.3,4.0,1.7,2,0,587.2,253.0,58.02
164,0,0,0.0,11.3,6.0,3.05,1,0,497.6,294.0,56.209999999999994
180,0,0,0.0,3.25,7.0,0.8899999999999992,1,0,612.4000000000001,290.0,66.66
80,0,1,22.0,11.3,2.0,3.05,1,0,725.9000000000001,338.0,64.69
126,0,0,0.0,7.5,6.0,2.03,1,0,646.5,329.0,52.64
138,0,0,0.0,10.4,4.0,2.81,1,0,625.7,286.0,56.709999999999994
101,0,0,0.0,11.1,6.0,3.0,0,0,555.0,366.5,55.769999999999996
147,0,0,0.0,8.9,3.0,2.4,0,0,510.79999999999995,288.0,46.81
58,0,0,0.0,7.9,3.0,2.13,0,0,527.5,268.0,52.24
35,0,1,23.0,10.1,7.0,2.73,4,0,584.0,326.0,58.59
163,0,1,39.0,11.4,4.0,3.08,0,0,820.6125,287.0,79.10624999999999
152,0,0,0.0,10.9,4.0,2.94,2,1,707.5,326.0,77.28
44,0,0,0.0,12.5,5.0,3.38,1,0,575.0,287.0,61.480000000000004
103,0,0,0.0,9.7,3.0,2.62,1,0,483.3,318.0,41.910000000000004
126,0,0,0.0,12.4,6.0,3.35,1,0,715.9,299.0,63.59
104,0,0,0.0,17.25,4.0,4.65,1,0,575.3,324.0,55.82
99,0,1,21.0,14.6,5.0,3.94,2,0,551.0,228.0,54.019999999999996
119,0,0,0.0,10.8,8.0,2.92,2,0,714.4,292.0,69.02
155,1,1,38.0,8.0,2.0,2.16,1,1,646.2,272.0,67.0
51,0,1,40.0,8.5,2.0,2.3,2,0,561.8,290.0,53.580000000000005
142,0,0,0.0,6.5,6.0,1.76,1,0,624.3,319.0,61.169999999999995
108,0,0,0.0,12.1,3.0,3.27,2,0,537.1,299.0,56.23
154,0,1,14.0,10.2,3.0,2.75,1,0,551.1,369.0,55.16
171,0,0,0.0,11.6,4.0,3.13,1,0,465.6,276.0,53.03
33,0,0,0.0,7.5,1.0,2.03,0,0,628.9,298.0,63.870000000000005
68,1,0,0.0,17.25,4.0,4.65,3,1,641.1,285.0,61.12
65,0,1,21.0,11.0,9.0,2.97,4,0,659.9,303.0,56.120000000000005
95,0,1,35.0,13.1,4.0,3.54,5,0,691.3000000000001,290.0,71.22
47,0,1,28.0,10.5,10.0,2.84,0,0,634.0,297.0,60.839999999999996
49,0,1,20.0,12.3,3.0,3.32,4,0,646.4,305.0,66.75
104,0,0,0.0,9.3,4.0,2.51,3,0,531.4,354.5,52.66
173,0,0,0.0,6.9,5.0,1.86,0,0,434.79999999999995,280.0,44.78
98,1,1,20.0,10.9,4.0,2.94,3,0,474.3,281.0,50.43
81,0,0,0.0,11.9,4.0,3.21,1,0,499.0,276.0,50.95
63,0,1,19.0,11.3,3.0,3.05,3,0,573.2,278.0,55.7
32,0,0,0.0,11.0,4.0,2.97,2,0,529.0,263.0,46.28999999999999
111,0,0,0.0,7.7,1.0,2.08,0,0,643.8,292.0,57.940000000000005
96,0,0,0.0,9.4,3.0,2.54,4,0,650.3,346.0,56.33
79,0,0,0.0,9.5,3.0,2.57,3,0,633.5999999999999,315.0,59.0
123,0,0,0.0,9.9,3.0,2.67,2,1,809.5,289.0,75.69
88,0,0,0.0,10.6,4.0,2.86,0,1,446.1,305.0,36.72
182,0,1,24.0,10.9,7.0,2.94,0,0,553.4,237.0,57.120000000000005
109,0,0,0.0,7.1,4.0,1.92,0,0,555.7,268.0,53.64
79,0,1,12.0,7.8,2.0,2.11,0,0,493.4,331.0,39.51
68,0,1,40.0,11.5,2.0,3.11,2,0,560.7,316.0,59.470000000000006
70,0,0,0.0,14.2,5.0,3.83,2,0,633.3,300.0,63.07
44,0,1,20.0,11.6,3.0,3.13,1,0,509.9,380.5,53.85
113,0,0,0.0,11.1,2.0,3.0,1,0,615.4,280.0,60.089999999999996
86,1,1,40.0,11.6,10.0,3.13,2,0,588.8,278.0,63.86
59,0,0,0.0,10.3,1.0,2.78,2,0,529.7,298.0,51.760000000000005
112,0,1,22.0,7.4,6.0,2.0,0,0,669.8,276.0,68.85
152,0,0,0.0,11.6,6.0,3.13,1,0,550.5999999999999,271.0,57.970000000000006
108,0,1,15.0,14.6,5.0,3.94,1,0,645.0,286.0,60.57
91,0,0,0.0,15.3,7.0,4.13,1,0,690.2,337.0,63.809999999999995
57,0,1,23.0,9.1,5.0,2.46,1,0,550.9,306.0,60.21999999999999
112,0,0,0.0,9.8,3.0,2.65,1,0,560.4,246.0,53.769999999999996
100,0,0,0.0,10.4,3.0,2.81,1,0,537.8000000000001,234.0,50.43
42,1,0,0.0,11.1,4.0,3.0,1,0,626.3,311.0,66.91
68,0,0,0.0,14.9,1.0,4.02,3,1,686.5999999999999,342.0,70.2
132,0,0,0.0,5.5,4.0,1.49,0,0,809.85,265.0,71.445
137,1,0,0.0,8.5,5.0,2.3,0,0,647.9,257.0,58.64
42,0,0,0.0,12.4,9.0,3.35,2,0,573.9000000000001,286.0,55.169999999999995
81,0,1,17.0,9.5,5.0,2.57,1,0,561.0,251.0,51.58
135,0,0,0.0,12.3,4.0,3.32,1,0,470.79999999999995,281.0,45.33
102,0,0,0.0,10.2,1.0,2.75,0,0,761.3,256.0,66.15
117,0,0,0.0,10.6,6.0,2.86,4,1,498.2,352.0,53.66
37,0,1,33.0,11.2,5.0,3.02,3,0,642.3,379.0,66.07
48,0,0,0.0,11.0,2.0,2.97,1,0,566.5,349.0,58.58
155,0,0,0.0,8.4,3.0,2.27,1,0,560.8,233.0,62.400000000000006
124,0,0,0.0,10.3,1.0,2.78,3,1,785.5,293.0,80.56
91,0,0,0.0,14.8,3.0,4.0,0,0,651.5999999999999,305.0,58.62
169,0,0,0.0,11.9,5.0,3.21,1,0,661.5,324.0,69.22999999999999
74,0,0,0.0,13.9,4.0,3.75,0,0,651.9000000000001,275.0,59.120000000000005
101,1,1,35.0,11.1,3.0,3.0,1,0,621.3,304.0,59.480000000000004
142,0,0,0.0,9.0,7.0,2.43,1,0,452.6,280.0,39.76
61,0,1,31.0,5.1,4.0,1.38,2,0,603.5,364.0,67.3
50,0,0,0.0,7.6,10.5,2.05,5,1,568.5,271.0,53.949999999999996
82,0,0,0.0,12.7,3.0,3.43,0,0,635.9,307.0,62.59
142,0,1,22.0,11.1,4.0,3.0,2,0,536.4,354.0,55.21
27,0,1,32.0,8.4,3.0,2.27,2,0,603.1,291.0,62.09
165,0,1,23.0,8.7,5.0,2.35,1,0,528.8,250.0,53.6
33,0,1,16.0,12.1,2.0,3.27,0,0,607.1,305.0,52.82000000000001
55,0,0,0.0,10.9,2.0,2.94,1,0,608.7,321.0,58.07
96,1,0,0.0,7.5,6.0,2.03,0,0,465.9,259.0,43.59
115,0,0,0.0,9.0,4.0,2.43,1,0,625.9,324.0,66.16
65,0,0,0.0,7.6,1.0,2.05,5,1,750.5,270.0,72.59
50,0,0,0.0,10.9,2.0,2.94,1,0,514.1,245.0,51.29
137,0,0,0.0,11.7,7.0,3.16,2,0,365.4,315.0,32.95
95,0,0,0.0,9.9,3.0,2.67,4,1,510.6,348.0,47.47
118,0,0,0.0,12.4,6.0,3.35,1,1,674.9,327.0,75.07000000000001
84,0,0,0.0,11.9,2.0,3.21,2,0,565.7,243.0,60.22
42,0,0,0.0,13.8,1.0,3.73,1,0,500.65,314.0,58.835
53,0,0,0.0,7.8,4.0,2.11,1,0,521.2,291.0,49.42
123,0,0,0.0,12.9,10.5,3.48,3,1,452.20000000000005,346.0,43.66
60,0,0,0.0,14.2,2.0,3.83,1,0,568.4,378.0,52.459999999999994
112,0,0,0.0,11.9,4.0,3.21,1,1,808.1125,349.0,85.3175
43,0,0,0.0,10.7,6.0,2.89,0,0,621.0,263.0,53.95
150,0,1,24.0,11.7,2.0,3.16,2,0,581.5,302.0,58.99
92,0,0,0.0,9.7,6.0,2.62,2,0,500.95,294.0,56.435
68,0,0,0.0,9.2,6.0,2.48,1,0,531.6,283.0,48.31
159,0,0,0.0,8.1,2.0,2.19,1,0,571.5,325.0,54.94
158,0,1,19.0,10.1,3.0,2.73,0,0,557.8,257.0,50.46
119,0,0,0.0,4.2,2.0,1.13,1,0,575.0999999999999,273.0,57.25
54,0,1,28.0,7.5,8.0,2.03,1,0,590.6,310.0,63.61
60,1,0,0.0,10.1,2.0,2.73,1,1,575.9,300.0,47.81
111,0,1,23.0,12.3,4.0,3.32,1,0,479.1,296.0,41.26
119,0,1,32.0,12.1,2.0,3.27,1,0,543.9,247.0,56.06
74,0,0,0.0,11.8,10.0,3.19,0,0,575.2,305.0,56.900000000000006
118,0,0,0.0,7.7,4.0,2.08,1,0,636.4,298.0,65.33
124,0,0,0.0,11.6,3.0,3.13,3,0,523.1,303.0,50.41
133,0,0,0.0,11.1,6.0,3.0,3,0,571.4000000000001,294.0,55.83
49,0,0,0.0,10.6,4.0,2.86,1,0,697.9,289.0,70.99000000000001
112,0,0,0.0,10.2,4.0,2.75,2,0,486.6,317.0,45.29
130,0,0,0.0,11.4,8.0,3.08,2,0,520.5,323.0,45.040000000000006
130,0,0,0.0,11.7,3.0,3.16,1,0,499.9,286.0,43.519999999999996
188,0,0,0.0,9.8,5.0,2.65,4,0,640.7,274.0,65.01
174,0,0,0.0,10.2,1.0,2.75,1,0,567.7,318.0,54.76
57,0,0,0.0,10.9,3.0,2.94,3,0,503.3,310.0,46.519999999999996
105,0,0,0.0,10.9,3.0,2.94,1,0,466.70000000000005,312.0,46.38
175,1,1,35.0,5.4,4.0,1.46,5,1,476.5,294.0,47.01
100,0,0,0.0,11.0,6.0,2.97,2,0,646.0999999999999,275.0,65.94
132,0,0,0.0,7.8,1.0,2.11,2,0,561.8,278.0,52.92
117,1,0,0.0,13.9,2.0,3.75,3,1,649.3000000000001,305.0,61.58
65,0,0,0.0,9.2,4.0,2.48,1,0,533.0999999999999,332.0,43.150000000000006
131,0,0,0.0,11.7,2.0,3.16,5,1,525.8,303.0,43.57000000000001
114,0,0,0.0,8.1,6.0,2.19,2,0,664.1,329.0,64.61
127,0,1,24.0,13.5,1.0,3.65,3,0,581.5999999999999,339.0,59.970000000000006
67,0,0,0.0,10.2,4.0,2.75,1,1,625.2,285.0,55.54
123,0,1,40.0,8.1,3.0,2.19,3,0,512.1,337.0,46.79
116,0,0,0.0,8.8,5.0,2.38,2,0,463.0,269.0,41.49
107,0,0,0.0,12.8,9.0,3.46,0,1,750.0,314.0,76.17
110,0,0,0.0,12.2,4.0,3.29,1,0,418.3,340.0,41.980000000000004
29,0,0,0.0,10.4,2.0,2.81,1,0,637.2,298.0,57.43000000000001
76,0,0,0.0,11.6,8.0,3.13,2,0,580.3,332.0,62.74
115,0,0,0.0,12.8,2.0,3.46,3,0,654.4,326.0,65.22
68,0,0,0.0,6.5,3.0,1.76,2,0,560.2,302.0,64.24
63,0,1,26.0,10.3,2.0,2.78,2,0,623.6,341.0,64.96000000000001
69,0,0,0.0,14.2,7.0,3.83,2,0,530.4,347.0,61.49
97,0,0,0.0,16.2,8.0,4.37,0,0,622.4,287.0,65.96000000000001
108,1,0,0.0,9.1,3.0,2.46,3,0,539.8,300.0,44.17
79,0,0,0.0,10.3,7.0,2.78,2,0,569.9000000000001,275.0,53.349999999999994
52,0,0,0.0,16.8,3.0,4.54,2,1,704.0,232.0,72.74000000000001
114,0,0,0.0,10.6,8.0,2.86,3,0,571.3,318.0,58.47
90,0,1,19.0,10.3,2.0,2.78,1,0,664.9,230.0,66.48
122,0,1,21.0,9.6,4.0,2.59,0,0,541.5,269.0,56.660000000000004
73,0,1,33.0,8.6,3.0,2.32,1,0,617.6,312.0,53.03
100,0,0,0.0,14.0,2.0,3.78,0,0,678.4,318.0,67.62
124,0,0,0.0,12.0,3.0,3.24,3,1,538.4,280.0,46.65
112,0,0,0.0,12.2,8.0,3.29,1,0,588.0,262.0,53.150000000000006
120,0,1,31.0,14.0,8.0,3.78,1,0,634.2,293.0,64.46
95,0,0,0.0,10.0,2.0,2.7,3,0,649.1999999999999,328.0,57.54
61,0,0,0.0,6.4,5.0,1.73,4,1,495.0,320.0,48.38
42,0,0,0.0,12.9,3.0,3.48,1,0,575.7,306.0,52.32
104,0,0,0.0,9.6,8.0,2.59,1,0,490.6,304.0,47.71
184,0,0,0.0,14.2,2.0,3.83,2,0,558.2,294.0,61.1
29,0,0,0.0,7.2,2.0,1.94,2,0,568.9,311.0,55.58
5,0,0,0.0,9.5,3.0,2.57,2,0,562.2,289.0,56.01
58,0,1,40.0,9.2,8.0,2.48,1,0,461.1,319.0,45.14
165,0,0,0.0,11.9,3.0,3.21,0,0,610.0,347.0,61.03
77,1,1,34.0,11.4,2.0,3.08,2,1,537.8,270.0,59.48
132,1,1,18.0,11.9,6.0,3.21,0,0,521.5999999999999,287.0,47.26
115,0,0,0.0,14.6,7.0,3.94,1,0,584.0,312.0,64.83
148,0,0,0.0,10.5,1.0,2.84,1,0,669.0,269.0,68.72
135,0,0,0.0,8.1,1.0,2.19,2,0,462.4,343.5,52.33
87,0,1,24.0,6.4,4.0,1.73,0,0,568.7,261.0,52.63
78,0,0,0.0,9.3,2.0,2.51,2,0,660.9,311.0,66.16
78,0,0,0.0,13.3,6.0,3.59,2,0,640.2,276.0,62.11000000000001
101,0,0,0.0,10.1,4.0,2.73,3,0,564.6,327.0,56.42
90,0,0,0.0,10.7,2.0,2.89,1,0,499.0,341.0,49.919999999999995
83,0,0,0.0,9.0,6.0,2.43,0,0,425.5,279.0,42.49
81,0,0,0.0,11.8,1.0,3.19,1,0,520.9,284.0,47.470000000000006
119,0,0,0.0,11.0,4.0,2.97,1,1,657.0,252.5,74.19
134,0,0,0.0,8.3,5.0,2.24,0,0,604.3,318.0,60.39
48,0,0,0.0,7.1,3.0,1.92,1,0,684.3,331.0,68.64
91,0,1,39.0,10.3,3.0,2.78,3,0,428.0,252.0,44.14
90,0,1,31.0,9.0,6.0,2.43,1,0,562.5999999999999,264.0,50.45
159,0,0,0.0,9.9,4.0,2.67,7,0,545.2,266.5,54.69
142,1,0,0.0,8.8,2.0,2.38,1,1,584.3,326.0,54.45
104,0,0,0.0,10.1,5.0,2.73,1,0,612.4000000000001,334.0,49.45
82,0,0,0.0,10.5,5.0,2.84,0,0,554.8,352.0,47.089999999999996
88,0,0,0.0,5.4,2.0,1.46,1,0,546.2,273.0,61.34
118,0,0,0.0,10.8,2.0,2.92,1,0,612.5,309.0,57.17
139,0,0,0.0,11.4,2.0,3.08,1,1,696.2,299.0,71.28
87,0,1,18.0,7.2,3.0,1.94,1,0,610.4,294.0,50.849999999999994
167,0,0,0.0,10.8,6.0,2.92,0,0,591.7,290.0,51.12
138,0,0,0.0,13.4,3.0,3.62,4,0,591.2,351.0,57.37
130,0,0,0.0,9.1,4.0,2.46,1,0,637.6,252.0,60.07
87,0,0,0.0,9.4,1.0,2.54,0,0,583.5,273.0,57.2
164,1,1,28.0,11.4,4.0,3.08,0,0,556.0,307.0,52.92999999999999
109,0,0,0.0,9.5,5.0,2.57,1,0,471.2,323.0,45.92
59,0,0,0.0,3.25,7.0,0.8899999999999992,1,0,667.5,357.0,61.61
124,0,0,0.0,8.8,2.0,2.38,1,0,533.7,255.0,51.46
73,0,0,0.0,11.2,2.0,3.02,1,0,526.5,381.0,40.99
94,0,0,0.0,10.5,2.0,2.84,0,0,533.9000000000001,352.0,62.78
80,0,0,0.0,14.7,5.0,3.97,3,0,467.20000000000005,269.0,45.32
101,1,0,0.0,9.7,10.5,2.62,2,0,388.4,294.0,35.519999999999996
115,0,0,0.0,7.8,5.0,2.11,1,0,480.1,326.0,50.03
100,1,0,0.0,8.3,7.0,2.24,5,0,559.4,266.0,55.09
85,0,0,0.0,9.4,10.0,2.54,1,0,691.0,275.0,70.21000000000001
110,0,0,0.0,10.5,1.0,2.84,2,1,546.0,240.0,59.41
92,1,0,0.0,11.8,4.0,3.19,0,0,468.49999999999994,222.0,50.01
102,0,0,0.0,11.6,3.0,3.13,5,0,569.9,277.0,55.46
134,0,0,0.0,12.7,5.0,3.43,3,0,579.0,336.0,56.92
96,0,0,0.0,11.6,3.0,3.13,0,0,585.0999999999999,340.0,59.15
42,0,0,0.0,8.6,1.0,2.32,2,0,473.6,288.0,48.12
175,0,0,0.0,14.6,2.0,3.94,1,0,596.2,295.0,62.980000000000004
136,0,1,23.0,11.3,5.0,3.05,1,0,552.0,251.0,61.39
32,1,0,0.0,14.8,6.0,4.0,2,1,555.1,280.0,62.96
101,0,0,0.0,11.3,3.0,3.05,1,1,754.3125,313.0,80.6675
132,1,1,21.0,7.7,5.0,2.08,3,0,642.8,279.0,64.58
120,0,0,0.0,12.3,5.0,3.32,0,0,587.0999999999999,345.0,56.36000000000001
122,0,0,0.0,15.9,3.0,4.29,3,0,548.3,270.0,54.089999999999996
52,0,0,0.0,14.1,3.0,3.81,1,0,570.2,292.0,51.839999999999996
182,0,0,0.0,8.7,10.5,2.35,2,0,575.5,284.0,55.129999999999995
130,0,0,0.0,13.6,4.0,3.67,3,0,482.0,273.0,48.0
106,0,0,0.0,4.6,4.0,1.24,3,0,454.2,263.0,46.42
150,0,0,0.0,8.3,4.0,2.24,5,1,565.5,305.0,51.95
94,0,0,0.0,10.6,2.0,2.86,0,1,758.5,237.0,77.1
89,0,0,0.0,15.0,5.0,4.05,1,0,482.5,323.0,41.2
45,0,0,0.0,11.1,10.5,3.0,1,0,464.3,354.0,44.129999999999995
74,0,0,0.0,12.6,6.0,3.4,0,1,684.8000000000001,328.0,77.11
158,0,0,0.0,10.4,9.0,2.81,1,0,567.3,280.0,57.41
76,0,0,0.0,8.2,5.0,2.21,3,1,642.0,352.0,65.27000000000001
102,1,0,0.0,8.7,6.0,2.35,0,0,605.6,277.0,60.1
4,0,1,31.0,12.5,3.0,3.38,2,0,515.2,305.0,49.540000000000006
161,0,0,0.0,9.2,2.0,2.48,1,1,780.5,314.0,76.41
116,0,0,0.0,12.7,4.0,3.43,1,1,797.2,300.0,76.78999999999999
86,0,0,0.0,14.2,5.0,3.83,3,0,669.8,343.0,67.37
39,0,0,0.0,12.0,2.0,3.24,0,0,458.8,316.0,48.03
57,0,0,0.0,13.3,4.0,3.59,1,0,573.2,313.0,50.28
138,0,0,0.0,10.7,6.0,2.89,2,0,567.4,287.0,56.09
98,0,0,0.0,10.1,3.0,2.73,0,0,644.8,322.0,67.23
145,0,1,10.0,12.8,2.0,3.46,0,0,535.7,314.0,55.050000000000004
77,0,0,0.0,10.3,3.0,2.78,1,0,556.7,240.0,58.83
99,0,1,12.0,16.6,2.0,4.48,1,0,545.2,334.5,49.019999999999996
106,1,0,0.0,7.8,1.0,2.11,4,1,580.7,292.0,59.13
32,0,0,0.0,8.7,3.0,2.35,2,0,577.4,342.0,63.01
174,0,0,0.0,5.7,2.0,1.54,0,1,693.3,322.0,65.93
98,0,0,0.0,7.3,6.0,1.97,2,1,755.8499999999999,274.0,72.255
42,0,0,0.0,4.6,3.0,1.24,1,0,608.1,335.0,53.739999999999995
99,0,0,0.0,9.8,3.0,2.65,2,0,434.4,309.0,44.64
119,0,0,0.0,10.1,5.0,2.73,1,0,488.29999999999995,290.0,45.78
47,1,0,0.0,9.7,5.0,2.62,2,0,586.3,332.0,57.220000000000006
77,0,0,0.0,9.3,5.0,2.51,0,0,504.9,335.0,44.32
39,0,1,38.0,9.5,3.0,2.57,0,0,575.5999999999999,265.0,59.14000000000001
193,0,0,0.0,10.2,4.0,2.75,2,0,491.29999999999995,291.0,49.39
103,0,1,40.0,7.4,1.0,2.0,4,0,587.9,274.0,56.169999999999995
36,1,1,19.0,10.5,1.0,2.84,1,1,692.0,283.0,60.56
87,0,0,0.0,13.7,4.0,3.7,1,0,537.2,213.0,59.660000000000004
1,0,0,0.0,14.1,3.0,3.81,3,0,638.3,301.0,66.72
62,0,0,0.0,16.1,2.0,4.35,3,0,483.20000000000005,260.0,43.76
112,0,0,0.0,8.3,7.0,2.24,1,0,539.9000000000001,334.0,51.32
82,0,0,0.0,8.6,5.0,2.32,3,0,544.3,271.0,47.34
55,0,1,28.0,9.7,4.0,2.62,2,0,594.9,330.0,61.699999999999996
82,0,1,23.0,10.6,2.0,2.86,1,0,437.3,285.0,40.7
69,0,0,0.0,10.0,3.0,2.7,0,0,544.8,278.0,58.21
87,0,0,0.0,11.0,2.0,2.97,2,1,658.0999999999999,243.0,71.52000000000001
63,0,0,0.0,8.6,8.0,2.32,1,0,504.1,285.0,49.22
68,0,0,0.0,11.0,5.0,2.97,1,0,564.5,318.0,56.33
